session_id,user_id,date,channel,device,page_views,session_duration,converted,revenue,bounce_rate
SESS_0000168,USER_01201,2023-08-05,Social Media,Mobile,7,253.06189639340386,False,0.0,0
SESS_0000169,USER_00551,2023-09-01,Direct,Mobile,4,5.966537399526314,False,0.0,0
SESS_0000170,USER_01310,2023-03-01,Organic Search,Mobile,5,42.3594064801134,False,0.0,0
SESS_0000171,USER_01817,2023-11-23,Referral,Desktop,2,25.615336335912453,False,0.0,0
SESS_0000172,USER_00016,2023-06-01,Direct,Desktop,2,289.2556239398607,True,11.769265653924064,0
SESS_0000173,USER_00428,2023-10-02,Email,Desktop,10,188.27636797858563,False,0.0,0
SESS_0000174,USER_01317,2023-01-07,Email,Tablet,9,625.7111242115827,False,0.0,0
SESS_0000175,USER_01210,2023-07-25,Organic Search,Mobile,8,8.105554912541189,False,0.0,0
SESS_0000176,USER_00163,2023-08-26,Email,Mobile,5,59.92419065882083,True,212.773627171466,0
SESS_0000177,USER_01719,2023-07-14,Social Media,Mobile,8,274.9209388372381,False,0.0,0
SESS_0000178,USER_00730,2023-07-18,Organic Search,Mobile,6,119.56045145429334,False,0.0,0
SESS_0000179,USER_00926,2023-03-14,Organic Search,Desktop,6,612.2244991825058,False,0.0,0
SESS_0000180,USER_01178,2023-12-08,Referral,Desktop,10,64.37634840943385,False,0.0,0
SESS_0000181,USER_01752,2023-01-11,Organic Search,Desktop,6,121.00422576478132,False,0.0,0
SESS_0000182,USER_01057,2023-05-09,Organic Search,Desktop,7,184.2738618953803,False,0.0,0
SESS_0000183,USER_01287,2023-09-26,Organic Search,Desktop,1,131.44245884614588,False,0.0,1
SESS_0000184,USER_00162,2023-04-11,Paid Search,Desktop,13,195.9215334353984,False,0.0,0
SESS_0000185,USER_00112,2023-03-11,Direct,Desktop,5,478.1504176096762,False,0.0,0
SESS_0000186,USER_01170,2023-11-23,Organic Search,Desktop,6,192.09624202913275,False,0.0,0
SESS_0000187,USER_01611,2023-04-09,Organic Search,Desktop,5,174.77868963803374,False,0.0,0
SESS_0000188,USER_01174,2023-01-17,Organic Search,Mobile,7,15.321498864705118,False,0.0,0
SESS_0000189,USER_01680,2023-03-01,Paid Search,Tablet,4,83.13871139894756,False,0.0,0
SESS_0000190,USER_01614,2023-12-21,Social Media,Desktop,5,146.06979893075467,False,0.0,0
SESS_0000191,USER_00268,2023-08-05,Paid Search,Mobile,6,88.59329271384404,False,0.0,0
SESS_0000192,USER_00664,2023-12-19,Organic Search,Mobile,4,95.25608476080673,False,0.0,0
SESS_0000193,USER_01768,2023-01-11,Organic Search,Desktop,3,267.28922435093466,False,0.0,0
SESS_0000194,USER_00832,2023-10-28,Direct,Mobile,4,92.14031852914235,False,0.0,0
SESS_0000195,USER_00959,2023-03-11,Paid Search,Desktop,5,15.958802110456588,False,0.0,0
SESS_0000196,USER_00897,2023-02-26,Organic Search,Desktop,4,165.24727904313562,False,0.0,0
SESS_0000197,USER_00472,2023-11-11,Organic Search,Mobile,7,109.23010557170333,False,0.0,0
SESS_0000198,USER_01276,2023-05-13,Organic Search,Mobile,8,261.0755546909121,False,0.0,0
SESS_0000199,USER_01137,2023-07-11,Organic Search,Mobile,5,130.12493966168054,False,0.0,0
SESS_0000200,USER_01524,2023-07-26,Organic Search,Desktop,7,24.085426103929407,False,0.0,0
SESS_0000201,USER_01646,2023-03-19,Organic Search,Mobile,5,110.1228754403825,False,0.0,0
SESS_0000202,USER_01257,2023-05-29,Organic Search,Tablet,11,106.33352921622797,False,0.0,0
SESS_0000203,USER_00542,2023-03-16,Paid Search,Desktop,4,75.80653335248921,False,0.0,0
SESS_0000204,USER_00570,2023-04-05,Referral,Tablet,9,14.42549102178659,False,0.0,0
SESS_0000205,USER_01465,2023-10-21,Paid Search,Desktop,4,11.900595270043727,False,0.0,0
SESS_0000206,USER_00984,2023-02-22,Social Media,Desktop,10,11.526227085958357,False,0.0,0
SESS_0000207,USER_01347,2023-04-21,Organic Search,Mobile,7,203.3742701288933,False,0.0,0
SESS_0000208,USER_01872,2023-01-22,Social Media,Mobile,5,356.23518847188825,False,0.0,0
SESS_0000209,USER_00357,2023-02-19,Direct,Tablet,8,22.107551606153002,False,0.0,0
SESS_0000210,USER_01855,2023-09-05,Organic Search,Mobile,6,67.28061374614447,False,0.0,0
SESS_0000211,USER_00104,2023-12-21,Paid Search,Desktop,9,28.969420279905332,False,0.0,0
SESS_0000212,USER_01686,2023-10-03,Email,Mobile,3,35.66287371163453,False,0.0,0
SESS_0000213,USER_01688,2023-06-12,Direct,Desktop,1,295.08035574717593,False,0.0,1
SESS_0000214,USER_01798,2023-07-01,Paid Search,Tablet,3,179.8513267457432,False,0.0,0
SESS_0000215,USER_01059,2023-08-15,Paid Search,Mobile,8,4.538490812817948,False,0.0,0
SESS_0000216,USER_00348,2023-02-23,Email,Mobile,4,38.58713653834604,False,0.0,0
SESS_0000217,USER_00908,2023-03-08,Email,Desktop,7,177.54847174290668,False,0.0,0
SESS_0000218,USER_01697,2023-08-04,Organic Search,Mobile,10,405.5326928516617,False,0.0,0
SESS_0000219,USER_01866,2023-09-23,Social Media,Mobile,7,82.90022344658496,False,0.0,0
SESS_0000220,USER_00757,2023-07-19,Organic Search,Mobile,8,87.86113451200377,False,0.0,0
SESS_0000221,USER_00911,2023-09-13,Organic Search,Desktop,7,83.68925252750537,False,0.0,0
SESS_0000222,USER_01907,2023-12-02,Social Media,Mobile,5,118.25919027336744,False,0.0,0
SESS_0000223,USER_01590,2023-03-12,Paid Search,Mobile,4,381.5935795958286,False,0.0,0
SESS_0000224,USER_00631,2023-02-26,Organic Search,Mobile,7,65.31629799562388,False,0.0,0
SESS_0000225,USER_01220,2023-12-25,Social Media,Mobile,9,169.25572596722822,False,0.0,0
SESS_0000226,USER_01992,2023-08-04,Social Media,Tablet,8,204.85782818388293,False,0.0,0
SESS_0000227,USER_01808,2023-11-03,Organic Search,Desktop,5,289.81423266317165,False,0.0,0
SESS_0000228,USER_01847,2023-01-27,Organic Search,Desktop,4,359.08865296541717,False,0.0,0
SESS_0000229,USER_00215,2023-01-20,Paid Search,Desktop,9,41.937964510952035,False,0.0,0
SESS_0000230,USER_01648,2023-08-17,Paid Search,Mobile,3,28.424956654425745,False,0.0,0
SESS_0000231,USER_01736,2023-03-23,Paid Search,Mobile,4,251.53512661511544,False,0.0,0
SESS_0000232,USER_00239,2023-10-25,Referral,Tablet,7,30.665188541442898,False,0.0,0
SESS_0000233,USER_01270,2023-05-11,Paid Search,Tablet,5,266.2237342486504,False,0.0,0
SESS_0000234,USER_00580,2023-10-10,Direct,Mobile,5,380.17571485944114,False,0.0,0
SESS_0000235,USER_00917,2023-09-06,Referral,Mobile,4,115.92616123723468,False,0.0,0
SESS_0000236,USER_00951,2023-02-02,Organic Search,Mobile,5,1.4064515397663258,False,0.0,0
SESS_0000237,USER_00019,2023-04-06,Paid Search,Mobile,7,36.86027093386754,False,0.0,0
SESS_0000238,USER_00753,2023-02-20,Email,Mobile,4,263.25482060849885,False,0.0,0
SESS_0000239,USER_01034,2023-12-27,Paid Search,Desktop,9,150.39467719242901,False,0.0,0
SESS_0000240,USER_01702,2023-07-08,Paid Search,Tablet,5,31.64579902077196,False,0.0,0
SESS_0000241,USER_01103,2023-01-20,Email,Desktop,6,135.97209381303733,False,0.0,0
SESS_0000242,USER_00323,2023-07-11,Paid Search,Desktop,8,33.94822944827938,True,83.36755133195679,0
SESS_0000243,USER_01198,2023-12-16,Direct,Desktop,5,127.24104183691544,False,0.0,0
SESS_0000244,USER_01814,2023-07-19,Organic Search,Desktop,6,29.291011815718463,False,0.0,0
SESS_0000245,USER_01127,2023-10-22,Organic Search,Desktop,4,69.48668720219034,False,0.0,0
SESS_0000246,USER_01461,2023-04-07,Organic Search,Desktop,8,121.9301690652249,False,0.0,0
SESS_0000247,USER_00768,2023-06-06,Organic Search,Mobile,7,333.2237331549221,False,0.0,0
SESS_0000248,USER_01069,2023-01-17,Social Media,Mobile,8,2.7824063190740724,False,0.0,0
SESS_0000249,USER_00825,2023-10-17,Organic Search,Desktop,4,163.36948314019276,False,0.0,0
SESS_0000250,USER_00355,2023-06-26,Organic Search,Desktop,5,172.6775852342661,False,0.0,0
SESS_0000251,USER_01005,2023-07-18,Social Media,Desktop,4,245.90336588723716,False,0.0,0
SESS_0000252,USER_00431,2023-06-20,Direct,Desktop,6,330.44789275696513,False,0.0,0
SESS_0000253,USER_00034,2023-07-20,Direct,Mobile,7,181.44708491732501,False,0.0,0
SESS_0000254,USER_00588,2023-05-08,Organic Search,Mobile,5,564.2597612617402,False,0.0,0
SESS_0000255,USER_01112,2023-10-04,Organic Search,Tablet,4,11.67127473745897,False,0.0,0
SESS_0000256,USER_01851,2023-06-08,Organic Search,Desktop,4,474.2004325251463,False,0.0,0
SESS_0000257,USER_01720,2023-07-17,Email,Desktop,8,410.2007342692435,False,0.0,0
SESS_0000258,USER_01054,2023-06-16,Organic Search,Desktop,8,166.61319132912604,False,0.0,0
SESS_0000259,USER_01754,2023-07-04,Paid Search,Mobile,7,14.04983663049826,False,0.0,0
SESS_0000260,USER_00046,2023-03-26,Organic Search,Desktop,12,7.928754040617673,False,0.0,0
SESS_0000261,USER_01816,2023-02-10,Paid Search,Desktop,7,313.5981711058488,False,0.0,0
SESS_0000262,USER_01508,2023-06-18,Referral,Tablet,6,210.48994864567004,False,0.0,0
SESS_0000263,USER_01063,2023-12-15,Organic Search,Desktop,7,267.5220353409932,False,0.0,0
SESS_0000264,USER_00964,2023-06-17,Organic Search,Mobile,7,331.49675100632027,False,0.0,0
SESS_0000265,USER_00154,2023-12-29,Referral,Desktop,3,190.1153903109374,False,0.0,0
SESS_0000266,USER_01972,2023-12-17,Referral,Mobile,5,5.754543224991152,False,0.0,0
SESS_0000267,USER_01829,2023-05-08,Social Media,Mobile,4,146.17733393662908,False,0.0,0
SESS_0000268,USER_01758,2023-01-04,Organic Search,Mobile,7,57.640691014821066,False,0.0,0
SESS_0000269,USER_00717,2023-01-16,Organic Search,Mobile,5,302.52152281015697,False,0.0,0
SESS_0000270,USER_01351,2023-03-25,Organic Search,Desktop,7,117.25233933513825,False,0.0,0
SESS_0000271,USER_00175,2023-09-17,Direct,Mobile,5,27.374608513541077,False,0.0,0
SESS_0000272,USER_01768,2023-09-20,Organic Search,Mobile,10,141.7851441318073,False,0.0,0
SESS_0000273,USER_01797,2023-12-17,Paid Search,Mobile,6,71.77331228746087,False,0.0,0
SESS_0000274,USER_01164,2023-04-21,Email,Desktop,7,323.78157094961847,False,0.0,0
SESS_0000275,USER_01641,2023-11-21,Organic Search,Mobile,5,570.0482859112218,False,0.0,0
SESS_0000276,USER_01346,2023-04-07,Organic Search,Mobile,7,18.43019023221648,False,0.0,0
SESS_0000277,USER_00979,2023-12-07,Organic Search,Mobile,9,72.63914875134475,False,0.0,0
SESS_0000278,USER_01272,2023-04-26,Email,Desktop,5,401.88301525496655,False,0.0,0
SESS_0000279,USER_01369,2023-07-15,Social Media,Desktop,4,14.623390286275654,False,0.0,0
SESS_0000280,USER_00169,2023-04-12,Organic Search,Desktop,5,286.9096545141298,False,0.0,0
SESS_0000281,USER_00926,2023-05-01,Direct,Mobile,2,515.639168842847,False,0.0,0
SESS_0000282,USER_01432,2023-10-01,Organic Search,Mobile,6,33.71868465294051,False,0.0,0
